model,year,price,transmission,mileage,tax,mpg,engineSize,fuelType
 A6,2019,29995,Semi-Auto,8598,145,47.9,2,Diesel
 A3,2019,19990,Semi-Auto,6000,145,52.3,1.6,Diesel
 A3,2019,19990,Semi-Auto,5199,145,52.3,1.6,Diesel
 A1,2018,14995,Manual,15092,145,57.7,1.4,Petrol
 A3,2017,36990,Semi-Auto,3059,145,43.5,2,Petrol
 TT,2016,24995,Semi-Auto,28475,200,40.9,2,Petrol
 A3,2013,11490,Manual,35804,30,54.3,1.4,Petrol
 A3,2017,18495,Manual,24000,30,60.1,1.4,Petrol
 Q7,2019,46990,Semi-Auto,3264,145,33.6,3,Diesel
 A3,2019,23995,Semi-Auto,2868,145,52.3,1.6,Diesel
 A4,2019,27990,Semi-Auto,6541,145,47.9,2,Diesel
 Q5,2019,36990,Semi-Auto,4511,145,38.2,2,Diesel
 Q3,2017,18995,Semi-Auto,27057,145,47.9,1.4,Petrol
 A4,2013,12990,Manual,42185,145,55.4,2,Diesel
 Q5,2015,17995,Semi-Auto,59120,200,47.1,2,Diesel
 A5,2016,16498,Semi-Auto,41431,160,52.3,2,Diesel
 Q5,2019,31998,Semi-Auto,30,145,33.2,2,Petrol
 Q5,2019,36995,Semi-Auto,5065,145,38.2,2,Diesel
 Q5,2019,36995,Semi-Auto,4638,145,38.2,2,Diesel
 RS6,2017,57995,Semi-Auto,34926,325,29.4,4,Petrol
 Q2,2018,22890,Semi-Auto,4642,145,46.3,1.6,Diesel
 A6,2015,16995,Semi-Auto,29558,20,67.3,2,Diesel
 A6,2019,33298,Semi-Auto,4899,145,47.9,2,Diesel
 A3,2017,15995,Manual,17000,20,60.1,1.4,Petrol
 A4,2017,20995,Semi-Auto,51204,145,56.5,2,Diesel
 A3,2013,14995,Semi-Auto,38776,30,56.5,1.4,Petrol
 Q3,2017,19995,Manual,21972,145,49.6,1.4,Petrol
 TT,2018,39995,Semi-Auto,17648,145,34.5,2.5,Petrol
 Q2,2017,22995,Semi-Auto,5674,145,52.3,1.4,Petrol
 A5,2017,24995,Semi-Auto,22086,145,62.8,2,Diesel
 A8,2019,39995,Semi-Auto,10090,145,37.7,3,Petrol
 Q3,2015,19995,Semi-Auto,20825,145,47.9,1.4,Petrol
 A1,2015,12995,Manual,20042,30,57.6,1.4,Petrol
 Q2,2019,22663,Manual,3657,145,49.6,1.6,Diesel
 Q2,2019,24368,Manual,4502,145,47.9,1.6,Diesel
 A4,2017,19495,Semi-Auto,31214,30,67.3,2,Diesel
 Q2,2018,19990,Manual,16414,145,50.4,1.4,Petrol
 Q2,2018,21495,Manual,27198,145,50.4,1.4,Petrol
 A3,2018,28995,Semi-Auto,17166,145,43.5,2,Petrol
 A3,2018,26990,Semi-Auto,18283,145,44.1,2,Petrol
 Q5,2018,27995,Semi-Auto,15076,145,56.5,2,Diesel
 Q5,2017,25995,Semi-Auto,29330,145,56.5,2,Diesel
 Q2,2017,19995,Manual,25520,145,50.4,1.4,Petrol
 A4,2020,38534,Semi-Auto,7521,145,49.6,2,Diesel
 A7,2019,41995,Semi-Auto,933,145,45.6,2,Diesel
 A3,2019,19990,Semi-Auto,6018,145,52.3,1.6,Diesel
 A3,2019,18495,Manual,11330,145,42.8,1.5,Petrol
 Q5,2016,33995,Semi-Auto,23478,235,42.2,3,Diesel
 Q2,2017,18995,Manual,17872,145,64.2,1.6,Diesel
 A5,2019,30709,Semi-Auto,4327,145,39.8,2,Petrol
 Q7,2019,48136,Semi-Auto,4813,145,33.2,3,Diesel
 Q2,2019,24365,Manual,3578,145,47.9,1.6,Diesel
 A6,2019,33295,Semi-Auto,4196,145,47.9,2,Diesel
 A1,2015,13995,Manual,32065,30,55.4,1.4,Petrol
 A8,2017,28995,Semi-Auto,15072,200,47.1,3,Diesel
 Q3,2017,16490,Manual,50286,145,61.4,2,Diesel
 Q3,2017,23995,Semi-Auto,25667,145,40.4,2,Petrol
 Q7,2017,35995,Semi-Auto,33165,200,47.9,3,Diesel
 Q2,2017,19995,Manual,27078,125,50.4,1.4,Petrol
 Q2,2017,19995,Manual,29874,125,50.4,1.4,Petrol
 Q5,2015,21995,Semi-Auto,28977,200,47.1,2,Diesel
 Q3,2016,21995,Semi-Auto,28526,160,50.4,2,Diesel
 Q3,2017,22995,Manual,14068,145,54.3,2,Diesel
 A3,2018,18990,Manual,6321,145,50.4,2,Petrol
 A8,2018,40990,Semi-Auto,4440,145,37.7,3,Petrol
 A3,2019,23995,Manual,2085,145,51.4,1.6,Diesel
 Q5,2019,37995,Semi-Auto,2712,145,38.2,2,Diesel
 A6,2019,33410,Semi-Auto,3968,145,47.9,2,Diesel
 Q2,2019,22997,Manual,6921,145,47.1,1,Petrol
 A3,2015,14995,Manual,50062,30,57.6,1.2,Petrol
 A1,2015,11995,Manual,31500,30,57.6,1.4,Petrol
 A1,2015,12995,Manual,21807,30,57.6,1.4,Petrol
 A5,2019,27990,Semi-Auto,7215,145,46.3,2,Diesel
 A6,2019,29990,Semi-Auto,5397,145,50.4,2,Diesel
 A3,2019,23377,Manual,4963,145,42.8,1.5,Petrol
 A3,2017,25995,Manual,13688,200,40.4,2,Petrol
 A3,2017,18995,Semi-Auto,19735,30,57.6,1.4,Petrol
 Q3,2017,20995,Semi-Auto,22175,145,47.9,1.4,Petrol
 A4,2018,23995,Semi-Auto,13907,145,49.6,1.4,Petrol
 A1,2018,14495,Manual,20106,145,67.3,1,Petrol
 Q5,2018,30995,Semi-Auto,7891,145,40.9,2,Petrol
 A4,2019,26490,Semi-Auto,4836,145,48.7,2,Diesel
 A5,2019,34259,Manual,4587,145,37.2,2,Petrol
 A5,2019,35131,Manual,5721,145,37.2,2,Petrol
 Q7,2019,50414,Semi-Auto,4236,145,33.2,3,Diesel
 Q5,2015,21995,Semi-Auto,18188,200,47.1,2,Diesel
 A5,2016,16995,Manual,41497,125,57.6,2,Diesel
 A1,2016,14995,Manual,13961,30,58.9,1.4,Petrol
 A6,2019,30990,Semi-Auto,10852,145,47.9,2,Diesel
 A3,2019,18490,Manual,10059,145,43.5,1.5,Petrol
 A3,2019,18490,Manual,5985,145,43.5,1.5,Petrol
 A4,2019,26490,Semi-Auto,6214,145,38.7,2,Petrol
 RS5,2019,59995,Semi-Auto,5089,145,30.1,2.9,Petrol
 Q2,2019,24995,Manual,2756,145,42.2,1,Petrol
 A6,2019,29490,Semi-Auto,4982,145,47.9,2,Diesel
 A4,2016,17495,Semi-Auto,41505,20,67.3,2,Diesel
 Q3,2017,20995,Semi-Auto,26494,145,47.9,1.4,Petrol
 A1,2017,14495,Manual,23655,30,55.4,1.4,Petrol
 RS5,2019,58995,Semi-Auto,3382,145,30.1,2.9,Petrol
 A3,2018,19995,Manual,17789,145,54.3,1.5,Petrol
 A6,2019,33640,Semi-Auto,5023,145,47.9,2,Diesel
 A6,2019,53939,Semi-Auto,6238,145,37.7,3,Diesel
 A5,2019,30719,Semi-Auto,4520,145,39.8,2,Petrol
 A5,2019,30197,Semi-Auto,5210,145,39.8,2,Petrol
 A5,2019,27022,Semi-Auto,3256,145,40.4,2,Petrol
 A4,2019,37560,Semi-Auto,5201,145,44.1,2,Diesel
 Q7,2019,49990,Semi-Auto,28,145,33.6,3,Diesel
 A1,2017,12495,Manual,25747,0,67.3,1,Petrol
 A1,2017,14995,Manual,27000,145,55.4,1.4,Petrol
 Q5,2016,24490,Semi-Auto,51562,235,42.8,3,Diesel
 A3,2016,13995,Manual,40030,0,83.1,1.6,Diesel
 A6,2016,19495,Semi-Auto,43099,145,56.5,2,Diesel
 Q2,2017,17995,Manual,18842,145,55.4,1,Petrol
 A4,2016,19995,Semi-Auto,31894,30,64.2,3,Diesel
 A5,2019,30728,Semi-Auto,5712,145,51.4,2,Diesel
 A5,2015,18995,Semi-Auto,38540,125,58.9,2,Diesel
 A1,2017,13995,Manual,25552,30,56.5,1.4,Petrol
 A7,2015,18495,Semi-Auto,72283,145,54.3,3,Diesel
 Q5,2016,34995,Semi-Auto,22809,235,42.2,3,Diesel
 A3,2017,19995,Manual,16103,145,65.7,2,Diesel
 A1,2016,13495,Manual,23745,30,57.6,1.4,Petrol
 TT,2016,16995,Manual,29593,30,62.8,2,Diesel
 A1,2014,13995,Semi-Auto,15300,125,53.3,1.4,Petrol
 Q3,2018,25995,Semi-Auto,9185,145,48.7,1.4,Petrol
 Q2,2019,25995,Manual,1592,145,39.2,1.5,Petrol
 A1,2016,10995,Manual,45644,0,80.7,1.6,Diesel
 Q8,2019,48995,Semi-Auto,4488,145,33.6,3,Diesel
 Q5,2016,33995,Semi-Auto,29156,235,42.2,3,Diesel
 A1,2015,12298,Manual,15837,30,58.9,1.4,Petrol
 Q3,2016,15998,Manual,15264,30,61.4,2,Diesel
 Q2,2018,18998,Manual,8211,150,49.6,1.6,Diesel
 Q2,2017,21995,Manual,10962,145,50.4,1.4,Petrol
 Q5,2016,28995,Semi-Auto,42187,235,42.8,3,Diesel
 A1,2017,15995,Manual,8128,30,55.4,1.4,Petrol
 A4,2016,13985,Manual,55697,20,70.6,2,Diesel
 Q3,2015,13995,Manual,35446,145,54.3,2,Diesel
 Q3,2016,18499,Semi-Auto,30366,160,50.4,2,Diesel
 Q5,2017,27498,Semi-Auto,32090,145,40.4,2,Petrol
 Q3,2015,15998,Semi-Auto,19300,145,47.9,1.4,Petrol
 A4,2016,13998,Manual,37478,0,74.3,2,Diesel
 A3,2019,24998,Semi-Auto,6266,145,38.2,2,Petrol
 A1,2016,13995,Manual,8577,30,55.4,1.4,Petrol
 A3,2018,18995,Manual,13147,145,67.3,1.6,Diesel
 A6,2017,22995,Semi-Auto,24336,145,61.4,2,Diesel
 Q2,2018,17495,Manual,23813,145,55.4,1,Petrol
 Q2,2017,21995,Semi-Auto,17633,145,52.3,1.4,Petrol
 A6,2015,16995,Semi-Auto,55220,30,64.2,2,Diesel
 Q5,2017,22995,Semi-Auto,47952,145,56.5,2,Diesel
 Q5,2014,19995,Semi-Auto,50500,235,44.1,3,Diesel
 A1,2016,15495,Manual,31147,30,56.5,1.4,Petrol
 Q2,2019,25998,Semi-Auto,79,150,46.3,2,Diesel
 A5,2015,14500,Semi-Auto,56875,150,53.3,2,Diesel
 A5,2015,18995,Manual,37056,160,53.3,2,Diesel
 RS3,2018,39995,Semi-Auto,5431,145,34,2.5,Petrol
 A1,2016,13995,Manual,31031,30,56.5,1.4,Petrol
 A4,2015,17995,Semi-Auto,34906,160,49.6,3,Diesel
 A4,2017,21995,Semi-Auto,14821,145,64.2,3,Diesel
 A1,2016,15495,Manual,15307,30,55.4,1.4,Petrol
 A4,2016,19995,Semi-Auto,23626,160,45.6,2,Petrol
 A1,2016,12995,Manual,11892,0,67.3,1,Petrol
 A1,2016,12995,Manual,42165,30,56.5,1.4,Petrol
 A3,2019,31795,Semi-Auto,3036,145,34.5,2,Petrol
 A4,2019,39995,Semi-Auto,2703,145,40.9,3,Diesel
 Q7,2016,48995,Automatic,41032,300,39.2,4,Diesel
 A3,2018,21495,Manual,8545,145,53.3,1.6,Diesel
 A3,2016,13498,Manual,30287,20,60.1,1.4,Petrol
 A3,2016,14998,Manual,1893,20,60.1,1.4,Petrol
 A4,2017,16998,Manual,6896,145,52.3,1.4,Petrol
 TT,2016,15498,Manual,34084,30,62.8,2,Diesel
 A4,2017,13985,Semi-Auto,84222,20,68.9,2,Diesel
 A3,2015,10385,Manual,68428,0,83.1,1.6,Diesel
 Q5,2018,37500,Semi-Auto,20283,150,34,3,Petrol
 A4,2016,11500,Manual,56235,0,74.3,2,Diesel
 A8,2017,24500,Semi-Auto,37492,205,47.1,3,Diesel
 Q5,2015,21500,Semi-Auto,66959,265,41.5,3,Diesel
 Q5,2014,16000,Manual,46622,205,47.9,2,Diesel
 A6,2013,11995,Semi-Auto,40003,145,56.5,2,Diesel
 Q5,2018,38900,Semi-Auto,20300,145,34,3,Petrol
 A5,2019,24498,Semi-Auto,50,145,40.4,2,Petrol
 Q2,2016,19995,Manual,23426,125,50.4,1.4,Petrol
 A3,2015,14995,Semi-Auto,46465,30,54.3,1.4,Petrol
 Q5,2018,29995,Semi-Auto,14600,145,55.4,2,Diesel
 A1,2019,23995,Manual,3232,145,50.4,1,Petrol
 A1,2017,15995,Manual,16086,30,55.4,1.4,Petrol
 A1,2017,13995,Manual,15981,145,57.6,1.4,Petrol
 A7,2018,38995,Semi-Auto,6850,145,38.2,3,Diesel
 A3,2017,18995,Manual,16668,145,70.6,1.6,Diesel
 A7,2018,35995,Semi-Auto,13082,145,39.8,3,Petrol
 A3,2019,18995,Semi-Auto,10522,145,43.5,1.5,Petrol
 A3,2018,19995,Manual,12795,145,47.1,1,Petrol
 Q5,2018,34995,Automatic,8250,145,38.2,2,Diesel
 Q2,2019,23995,Automatic,5859,145,47.9,1.6,Diesel
 A4,2019,37995,Automatic,8235,145,44.1,2,Diesel
 Q3,2019,35995,Manual,5356,145,40.9,2,Diesel
 A6,2019,34995,Automatic,5565,145,47.9,2,Diesel
 A4,2017,16498,Manual,13122,145,52.3,1.4,Petrol
 Q2,2019,26495,Manual,2940,145,39.2,1.5,Petrol
 Q5,2016,21995,Semi-Auto,26500,200,47.1,2,Diesel
 A8,2020,52995,Semi-Auto,1100,145,40.4,3,Diesel
 Q5,2018,30995,Semi-Auto,24408,145,40.4,2,Petrol
 RS4,2020,69995,Semi-Auto,2200,145,28.8,2.9,Petrol
 A7,2020,51995,Semi-Auto,500,145,38.7,3,Diesel
 A4,2016,21995,Semi-Auto,47600,145,56.5,2,Diesel
 A3,2018,22995,Automatic,17252,145,56.5,1.5,Petrol
 A5,2017,19945,Semi-Auto,49287,145,62.8,2,Diesel
 A5,2017,22945,Semi-Auto,47446,145,62.8,2,Diesel
 A5,2017,22990,Semi-Auto,14589,30,65.7,2,Diesel
 A4,2016,13995,Manual,41279,0,74.3,2,Diesel
 Q7,2018,60995,Automatic,3893,145,39.2,4,Diesel
 A8,2017,38995,Automatic,3338,145,50.4,3,Diesel
 Q5,2018,42995,Automatic,4286,145,34,3,Petrol
 Q5,2018,28995,Automatic,22913,145,56.5,2,Diesel
 Q5,2019,36995,Semi-Auto,4125,145,38.2,2,Diesel
 Q3,2019,34995,Semi-Auto,4000,145,31.7,2,Petrol
 Q5,2019,38495,Semi-Auto,5123,145,38.2,2,Diesel
 A4,2019,43495,Automatic,5000,145,40.9,3,Diesel
 A5,2019,34995,Automatic,6500,145,46.3,2,Diesel
 Q5,2017,35995,Semi-Auto,29832,145,34,3,Petrol
 Q2,2017,21495,Manual,11125,125,50.4,1.4,Petrol
 Q5,2019,36995,Automatic,11565,145,38.2,2,Diesel
 A3,2019,22995,Automatic,10434,145,42.2,1.5,Petrol
 A3,2016,11990,Manual,61332,20,68.9,2,Diesel
 A1,2016,11498,Manual,22669,30,57.6,1.4,Petrol
 Q3,2016,19498,Manual,14419,145,52.3,2,Diesel
 A1,2015,10698,Manual,37458,30,55.4,1.4,Petrol
 A1,2014,11998,Manual,23015,20,60.1,1.4,Petrol
 A6,2016,22500,Semi-Auto,26784,150,54.3,2,Diesel
 Q5,2019,35995,Automatic,7256,145,38.2,2,Diesel
 TT,2016,17995,Manual,24256,145,47.1,1.8,Petrol
 A4,2018,28995,Semi-Auto,11047,145,56.5,2,Diesel
 A4,2017,22995,Semi-Auto,19444,125,57.6,2,Diesel
 Q3,2017,17995,Manual,30123,125,51.4,1.4,Petrol
 A4,2019,25995,Manual,7422,145,39.2,2,Petrol
 A4,2016,24495,Automatic,40688,160,42.8,2,Petrol
 Q3,2019,38995,Semi-Auto,5454,145,30.7,2,Petrol
 A3,2019,19995,Manual,12785,145,42.8,1.5,Petrol
 A6,2019,42995,Automatic,7486,145,39.2,3,Diesel
 A5,2019,36995,Automatic,9256,145,45.6,2,Diesel
 A4,2019,29995,Automatic,13690,145,47.9,2,Diesel
 Q3,2016,20495,Semi-Auto,25125,160,50.4,2,Diesel
 Q5,2019,34995,Automatic,6400,145,38.2,2,Diesel
 A3,2019,19495,Manual,3265,145,47.1,1,Petrol
 Q3,2017,22995,Semi-Auto,17680,145,42.2,2,Petrol
 A1,2016,11995,Manual,38502,30,57.6,1.4,Petrol
 A1,2016,12995,Manual,36276,30,55.4,1.4,Petrol
 Q7,2017,49995,Automatic,23437,300,39.2,4,Diesel
 Q5,2017,25995,Semi-Auto,20364,145,56.5,2,Diesel
 A1,2016,11995,Manual,22606,30,57.6,1.4,Petrol
 A4,2020,29995,Semi-Auto,100,150,39.2,2,Petrol
 RS4,2019,52995,Semi-Auto,8503,150,33.6,2.9,Diesel
 Q2,2019,28995,Semi-Auto,1296,150,34.5,2,Petrol
 A5,2016,16995,Manual,26307,125,60.1,2,Diesel
 Q7,2016,33995,Semi-Auto,34685,200,47.9,3,Diesel
 A5,2016,18995,Manual,34728,125,57.6,2,Diesel
 A1,2017,14995,Manual,24427,145,55.4,1.4,Petrol
 A1,2017,12995,Manual,16763,145,55.4,1.4,Petrol
 Q2,2017,15995,Manual,38484,145,55.4,1,Petrol
 Q7,2017,52995,Semi-Auto,16837,145,39.2,4,Diesel
 Q2,2017,19995,Automatic,33523,145,58.9,2,Diesel
 A4,2017,17298,Manual,6402,145,52.3,1.4,Petrol
 A4,2016,15998,Manual,21944,125,49.6,2,Petrol
 TT,2015,16498,Manual,19383,165,46.3,2,Petrol
 A6,2019,25998,Semi-Auto,19118,145,47.9,2,Diesel
 Q3,2019,38995,Semi-Auto,4436,150,32.1,2,Petrol
 Q8,2019,83995,Semi-Auto,5978,150,30.7,4,Diesel
 A1,2019,19995,Manual,2235,150,49.6,1,Petrol
 Q3,2016,16995,Semi-Auto,52496,160,50.4,2,Diesel
 A6,2016,18350,Automatic,52255,30,61.4,2,Diesel
 A3,2018,15590,Manual,19686,145,68.9,1.6,Diesel
 Q7,2016,12500,Semi-Auto,26705,200,47.9,3,Diesel
 A1,2016,12500,Manual,26705,30,58.9,1.4,Petrol
 A1,2018,12500,Manual,18120,145,57.7,1.4,Petrol
 Q3,2016,18000,Semi-Auto,11966,145,47.9,1.4,Petrol
 A3,2016,14500,Manual,34728,30,57.6,1.4,Petrol
 A3,2018,16995,Semi-Auto,30547,145,70.6,1.6,Diesel
 A3,2015,13795,Manual,72406,20,68.9,2,Diesel
 A6,2017,19995,Semi-Auto,52822,145,64.2,2,Diesel
 A6,2015,18990,Semi-Auto,70228,145,54.3,3,Diesel
 A3,2017,15795,Manual,21637,20,67.3,2,Diesel
 Q3,2014,12595,Manual,52006,145,54.3,2,Diesel
 Q3,2016,20495,Semi-Auto,28994,160,50.4,2,Diesel
 A6,2018,37995,Manual,30,145,39.2,3,Diesel
 Q5,2019,35995,Automatic,7093,145,38.2,2,Diesel
 Q2,2020,35495,Semi-Auto,1934,145,32.5,2,Petrol
 A4,2019,28995,Semi-Auto,4708,145,49.6,2,Diesel
 Q3,2019,38995,Automatic,4304,145,37.7,2,Diesel
 Q2,2017,19495,Manual,9256,145,52.3,1.4,Petrol
 Q3,2018,27995,Automatic,11403,145,38.2,1.5,Petrol
 A1,2019,23995,Semi-Auto,1952,145,44.1,1,Petrol
 A6,2019,41995,Semi-Auto,8060,145,37.7,3,Diesel
 A6,2018,31700,Semi-Auto,7415,145,47.9,2,Diesel
 A8,2018,42000,Automatic,9756,145,37.7,3,Petrol
 A5,2018,33500,Automatic,9102,145,51.4,3,Diesel
 Q5,2018,31000,Automatic,6002,145,38.2,2,Diesel
 Q7,2018,45000,Automatic,6591,145,33.2,3,Diesel
 Q2,2019,22495,Manual,1000,145,49.6,1.6,Diesel
 A3,2019,21995,Automatic,5450,145,44.8,1.5,Petrol
 Q2,2019,29809,Automatic,1000,145,46.3,2,Diesel
 A5,2019,31995,Automatic,1000,145,40.4,2,Petrol
 A4,2016,18000,Manual,23596,145,48.7,2,Petrol
 Q7,2018,55500,Automatic,11719,145,39.2,4,Diesel
 Q5,2019,31500,Automatic,3185,145,39.2,2,Diesel
 Q5,2019,30995,Automatic,8744,145,39.2,2,Diesel
 A6,2019,32250,Automatic,238,145,47.9,2,Diesel
 A5,2019,31695,Automatic,4693,145,47.1,2,Diesel
 Q3,2016,19000,Manual,28186,145,52.3,2,Diesel
 Q3,2016,16995,Semi-Auto,37000,145,54.3,2,Diesel
 A1,2017,14695,Manual,13555,30,55.4,1.4,Petrol
 Q5,2016,31495,Semi-Auto,31031,235,42.2,3,Diesel
 Q3,2016,17395,Manual,34500,160,49.6,2,Diesel
 Q5,2019,33995,Semi-Auto,6412,145,39.2,2,Diesel
 A3,2017,17500,Manual,14500,20,60.1,1.4,Petrol
 A1,2017,11495,Manual,24857,0,76.3,1.6,Diesel
 A6,2019,32494,Automatic,2394,145,50.4,2,Diesel
 Q5,2019,36202,Automatic,1000,145,39.2,2,Diesel
 Q5,2019,37395,Automatic,1000,145,38.2,2,Diesel
 A6,2019,31000,Automatic,1000,145,50.4,2,Diesel
 A8,2018,37000,Automatic,10296,145,50.4,3,Diesel
 A3,2018,20000,Automatic,6629,145,42.2,1.5,Petrol
 A4,2019,26495,Manual,6768,145,74.3,2,Diesel
 A4,2019,23995,Automatic,5363,145,39.8,2,Petrol
 A7,2019,42500,Automatic,4288,145,38.2,3,Diesel
 A3,2014,7898,Semi-Auto,88130,30,64.2,2,Diesel
 Q7,2017,50000,Automatic,17927,145,39.2,4,Diesel
 A5,2019,29000,Semi-Auto,6452,145,40.4,2,Petrol
 A7,2019,41495,Automatic,6112,145,38.7,3,Diesel
 A4,2019,25995,Semi-Auto,7447,145,47.9,2,Diesel
 Q5,2019,35995,Automatic,4326,145,38.2,2,Diesel
 Q7,2019,49995,Automatic,5558,145,33.6,3,Diesel
 A6,2019,31500,Automatic,2408,145,50.4,2,Diesel
 Q2,2019,23995,Manual,4430,145,40.9,1.5,Petrol
 Q2,2019,23374,Manual,1000,145,49.6,1.6,Diesel
 Q2,2019,22495,Manual,1000,145,49.6,1.6,Diesel
 A1,2016,11495,Manual,8000,0,67.3,1,Petrol
 A4,2017,19995,Semi-Auto,29885,30,65.7,2,Diesel
 A3,2017,17695,Manual,14160,145,68.9,1.6,Diesel
 A5,2019,27995,Semi-Auto,21480,145,48.7,2,Diesel
 A6,2019,46000,Automatic,6606,145,36.2,3,Diesel
 Q3,2017,23998,Semi-Auto,12147,145,40.4,2,Petrol
 A3,2017,12798,Manual,29998,20,61.4,1.4,Petrol
 Q3,2016,17698,Semi-Auto,22168,145,47.9,1.4,Petrol
 A1,2016,10998,Manual,24242,0,67.3,1,Petrol
 A3,2017,19698,Semi-Auto,18389,145,57.7,1.5,Petrol
 A6,2016,17298,Manual,31759,30,61.4,2,Diesel
 A4,2019,24998,Semi-Auto,12853,145,38.2,2,Petrol
 A4,2019,24998,Semi-Auto,13009,145,38.2,2,Petrol
 Q2,2019,25998,Semi-Auto,17,145,46.3,2,Diesel
 A5,2015,14998,Manual,32125,125,57.6,2,Diesel
 TT,2015,15998,Manual,17416,20,67.3,2,Diesel
 A5,2017,19498,Semi-Auto,27049,145,67.3,2,Diesel
 Q3,2014,11950,Manual,81877,160,49.6,2,Diesel
 Q3,2016,16998,Manual,27692,145,49.6,1.4,Petrol
 Q3,2015,13995,Manual,35446,145,54.3,2,Diesel
 A6,2015,16995,Semi-Auto,45000,30,64.2,2,Diesel
 Q2,2018,22590,Semi-Auto,6672,145,57.7,2,Diesel
 Q2,2018,20498,Manual,10005,145,50.4,1.4,Petrol
 A4,2019,18998,Manual,2069,145,41.5,2,Petrol
 A5,2019,25998,Semi-Auto,24608,145,39.8,2,Petrol
 A3,2017,16495,Manual,36031,30,60.1,1.4,Petrol
 A1,2017,13998,Manual,28752,150,58.9,1.4,Petrol
 A1,2014,8498,Manual,58601,125,52.3,1.4,Petrol
 A3,2017,19998,Manual,21113,145,55.4,1.5,Petrol
 Q3,2015,13998,Manual,66047,145,55.4,2,Diesel
 A6,2016,17498,Semi-Auto,24405,20,64.2,2,Diesel
 A6,2015,14995,Manual,43193,30,65.7,2,Diesel
 Q2,2017,16500,Manual,22379,125,52.3,1.4,Petrol
 A6,2014,18498,Semi-Auto,36223,235,44.8,3,Diesel
 TT,2016,14998,Manual,39293,30,62.8,2,Diesel
 A8,2018,33498,Semi-Auto,13512,145,50.4,3,Diesel
 A1,2015,9698,Manual,61194,0,67.3,1,Petrol
 A4,2017,14849,Manual,58670,0,74.3,2,Diesel
 A1,2016,10994,Manual,36951,0,67.3,1,Petrol
 A3,2014,10202,Manual,34250,30,55.4,1.4,Petrol
 A4,2016,15495,Manual,32811,0,74.3,2,Diesel
 A6,2017,22695,Semi-Auto,31842,125,58.9,2,Diesel
 A1,2016,11695,Manual,22373,30,55.4,1.4,Petrol
 Q3,2017,17495,Manual,34617,30,60.1,2,Diesel
 Q3,2015,14495,Manual,48065,145,55.4,2,Diesel
 A4,2017,17795,Semi-Auto,26752,145,64.2,2,Diesel
 Q2,2018,18695,Manual,12300,145,52.3,1.4,Petrol
 A6,2016,20000,Semi-Auto,24000,30,61.4,2,Diesel
 TT,2015,13998,Manual,61410,30,62.8,2,Diesel
 A6,2015,17498,Semi-Auto,57290,30,61.4,2,Diesel
 Q2,2017,16495,Manual,18045,145,55.4,1,Petrol
 A3,2017,15498,Semi-Auto,13542,20,72.4,1.6,Diesel
 Q5,2016,29998,Semi-Auto,38678,235,42.2,3,Diesel
 A5,2017,21498,Semi-Auto,19608,145,62.8,2,Diesel
 Q3,2019,29695,Automatic,8849,145,47.1,2,Diesel
 A1,2015,10995,Manual,13854,30,55.4,1.4,Petrol
 A1,2017,10495,Manual,37131,0,67.3,1,Petrol
 A6,2014,14998,Semi-Auto,60484,30,64.2,2,Diesel
 A5,2015,16998,Semi-Auto,71253,160,49.6,3,Diesel
 Q3,2016,18998,Semi-Auto,32968,160,50.4,2,Diesel
 A3,2015,11698,Manual,53372,20,60.1,1.4,Petrol
 A4,2017,14898,Manual,24222,145,53.3,1.4,Petrol
 A4,2015,12698,Manual,36081,145,55.4,2,Diesel
 Q3,2018,24498,Semi-Auto,11487,145,42.2,2,Petrol
 Q3,2013,11998,Semi-Auto,52765,200,47.9,2,Diesel
 A1,2019,20350,Manual,2065,145,46.3,1.5,Petrol
 Q2,2018,17950,Manual,8026,145,47.1,1,Petrol
 A3,2018,18300,Manual,31500,145,55.4,1.5,Petrol
 Q2,2019,31888,Semi-Auto,3481,150,33.2,2,Petrol
 A4,2018,18288,Semi-Auto,31348,150,51.4,1.4,Petrol
 A4,2016,15498,Manual,27370,30,64.2,2,Diesel
 A4,2017,22500,Semi-Auto,15175,145,61.4,2,Diesel
 Q2,2018,22988,Semi-Auto,11347,150,52.3,1.4,Petrol
 Q3,2017,19688,Manual,24387,150,49.6,1.4,Petrol
 A1,2016,13688,Manual,26165,30,55.4,1.4,Petrol
 Q3,2017,22988,Semi-Auto,14950,150,42.2,2,Petrol
 A6,2016,16490,Manual,44316,30,64.2,2,Diesel
 A3,2017,18488,Semi-Auto,35329,150,47.9,2,Petrol
 A7,2017,26500,Semi-Auto,34201,145,52.3,3,Diesel
 A3,2015,12450,Manual,21429,20,68.9,2,Diesel
 A3,2016,12990,Manual,35694,20,60.1,1,Petrol
 Q3,2015,16998,Semi-Auto,40858,160,50.4,2,Diesel
 A4,2016,13998,Manual,19285,125,53.3,1.4,Petrol
 A5,2015,17498,Semi-Auto,35903,145,56.5,2,Diesel
 Q3,2015,17498,Semi-Auto,40256,160,50.4,2,Diesel
 A3,2019,19995,Manual,7307,145,51.4,1.6,Diesel
 Q2,2019,22995,Automatic,2402,145,47.9,1.6,Diesel
 Q3,2019,29995,Automatic,4384,145,38.2,1.5,Petrol
 Q2,2019,28495,Automatic,1442,145,40.9,1.5,Petrol
 Q3,2019,30995,Manual,4173,145,40.9,2,Diesel
